id_cidade|ds_cidade|id_estado
6653|SOROCABA DO SUL (BIGUACU)|31
6668|SUL BRASIL|31
6751|Sombrio|31
6765|São Bento do Sul|31
6781|São José|31
6843|TAIO|31
6956|TIGRINHOS|31
6958|TIJUCAS|31
6962|TIMBE DO SUL|31
6964|TIMBO|31
6965|TIMBO GRANDE|31
7018|TRES BARRAS|31
7036|TREVISO|31
7037|TREZE DE MAIO|31
7038|TREZE TILIAS|31
7047|TROMBUDO CENTRAL|31
7048|TUBARAO|31
7059|TUNAPOLIS|31
7114|Timbo|31
7115|Timbó|31
7131|Tubarão|31
7172|UNIAO DO OESTE|31
7189|URUBICI|31
7199|URUPEMA|31
7201|URUSSANGA|31
7237|VARGEAO|31
7238|VARGEM|31
7307|VIDAL RAMOS|31
7308|VIDEIRA|31
7329|VILA NOVA (IMBITUBA)|31
7372|VITOR MEIRELES|31
7432|WITMARSUM|31
7437|XANXERE|31
7439|XAVANTINA|31
7440|XAXIM|31
7446|Xaxim|31
7450|ZORTEA|31
7463|blumenau|31
7483|florianopolis|31
7484|florianópolis|31
7486|fraiburgo|31
7526|piratuba|31
7561|xaxim|31
7564|Águas Mornas|31
241|AMPARO DE SAO FRANCISCO|32
334|AQUIBABÃ|32
335|AQUIDABA|32
344|ARACAJU|32
413|ARAUA|32
553|Aracaju|32
671|BARRA DO COQUEIROS|32
688|BARRA DOS COQUEIROS|32
909|BOQUIM|32
970|BREJO GRANDE|32
1072|Brejo Grande|32
1248|CAMPO DO BRITO|32
1320|CANHOBA|32
1323|CANINDE DE SAO FRANCISCO|32
1415|CARIRA|32
1435|CARMOPOLIS|32
1521|CEDRO DE SAO JOAO|32
1813|CRISTINAPOLIS|32
1849|CUMBE|32
1947|Carira-SE|32
2058|DIVINA PASTORA|32
2242|ESTANCIA|32
2287|Estância|32
2438|FREI PAULO|32
2490|GARARU|32
2510|GENERAL MAYNARD|32
2580|GRACCHO CARDOSO|32
2876|ILHA DAS FLORES|32
2917|INDIAROBA|32
3008|ITABAIANINHA|32
3014|ITABI|32
3129|ITAPORANGA DAJUDA|32
3236|Itabaianinha|32
3353|JAPARATUBA|32
3357|JAPOATA|32
3547|LAGARTO|32
3636|LARANJEIRAS|32
3734|Lagarto|32
3744|Laranjeiras|32
3768|MACAMBIRA|32
3819|MALHADA DOS BOIS|32
3820|MALHADOR|32
3950|MARUIM|32
4097|MOITA BONITA|32
4127|MONTE ALEGRE DE SERGIPE|32
4229|MURIBECA|32
4297|Monte Alegre de Sergipe|32
4343|NEOPOLIS|32
4366|NOSSA SENHORA APARECIDA|32
4369|NOSSA SENHORA DA GLORIA|32
4372|NOSSA SENHORA DAS DORES|32
4377|NOSSA SENHORA DE LOURDES|32
4383|NOSSA SENHORA DO SOCORRO|32
4538|Neópolis|32
4542|Nossa Senhora Das Dores|32
4543|Nossa Senhora das Dores|32
4545|Nossa Senhora do Socorro|32
4897|PEDRA MOLE|32
4910|PEDRINHAS|32
5051|PIRAMBU|32
5117|POCO REDONDO|32
5118|POCO VERDE|32
5188|PORTO DA FOLHA|32
5284|PROPRIA|32
5352|Pirambu|32
5387|Propriá|32
5503|RIACHAO DO DANTAS|32
5545|RIBEIROPOLIS|32
5659|ROSARIO DO CATETE|32
5734|SALGADO|32
5760|SAMAMBAIA (TOBIAS BARRETO)|32
5853|SANTA LUZIA DO ITANHY|32
5965|SANTANA DO SAO FRANCISCO|32
5987|SANTO AMARO DAS BROTAS|32
6094|SAO CRISTOVAO|32
6364|SAO MIGUEL DO ALEIXO|32
6613|SIMAO DIAS|32
6624|SIRIRI|32
6921|TELHA|32
6978|TOBIAS BARRETO|32
6986|TOMAR DO GERU|32
7117|Tobias Barreto|32
7160|UMBAUBA|32
7472|carira|32
39|ADAMANTINA|33
43|ADOLFO|33
72|AGUAI|33
77|AGUAS DA PRATA|33
79|AGUAS DE LINDOIA|33
80|AGUAS DE SANTA BARBARA|33
81|AGUAS DE SAO PEDRO|33
89|AGUDOS|33
94|AGULHA|33
95|AGULHA (FERNANDO PRESTES)|33
108|ALAMBARI|33
133|ALFREDO MARCONDES|33
156|ALTAIR|33
164|ALTINOPOLIS|33
189|ALTO PORA (PEDREGULHO)|33
198|ALUMINIO|33
201|ALVARES FLORENCE|33
202|ALVARES MACHADO|33
203|ALVARO DE CARVALHO|33
204|ALVINLANDIA|33
232|AMERICANA|33
234|AMERICO BRASILIENSE|33
235|AMERICO DE CAMPOS|33
243|ANA DIAS (ITARIRI)|33
249|ANALANDIA|33
263|ANDRADINA|33
266|ANGATUBA|33
282|ANHEMBI|33
283|ANHUMAS|33
310|APARECIDA D OESTE|33
313|APARECIDA DE SAO MANUEL|33
314|APARECIDA DE SAO MANUEL (SAO M|33
315|APARECIDA DE SAO MANUEL (SAO MANUEL)|33
318|APARECIDA DOESTE|33
323|APIAI|33
340|ARACACU (BURI)|33
343|ARACAIBA (APIAI)|33
345|ARACARIGUAMA|33
350|ARACATUBA|33
356|ARACOIABA DA SERRA|33
379|ARAMINA|33
382|ARANDU|33
386|ARAPEI|33
400|ARARAQUARA|33
401|ARARAS|33
417|ARAÇATUBA|33
419|ARCO-IRIS|33
424|AREALVA|33
431|AREIAS|33
432|AREIOPOLIS|33
445|ARIRANHA|33
468|ARTUR NOGUEIRA|33
471|ARUJA|33
475|ASPASIA|33
479|ASSIS|33
492|ATIBAIA|33
500|AURIFLAMA|33
505|AV PACIFICO MONEDA|33
506|AVAI|33
508|AVANHANDAVA|33
509|AVARE|33
518|Adamantina|33
520|Aguai|33
522|Agudos|33
529|Alto Alegre|33
534|Alumínio|33
538|Americana|33
540|Amparo|33
560|Araraquara|33
561|Araras|33
565|Araçatuba|33
570|Arujá|33
572|Assis|33
574|Atibaia|33
575|Auriflama|33
576|Avaré|33
588|BADY BASSITT|33
592|BAGUACU (OLIMPIA)|33
601|BALBINOS|33
612|BALSAMO|33
617|BANANAL|33
627|BANDEIRANTES DOESTE (SUD MENNU|33
632|BARAO ATALIBA NOGUEIRA (ITAPIR|33
633|BARAO ATALIBA NOGUEIRA (ITAPIRA)|33
634|BARAO DE ANTONINA|33
646|BARBOSA|33
652|BARIRI|33
669|BARRA DO CHAPEU|33
687|BARRA DO TURVO|33
710|BARRETOS|33
711|BARRINHA|33
724|BARUERI|33
725|BASTOS|33
728|BATATAIS|33
730|BATATUBA (PIRACAIA)|33
735|BAURU|33
737|BEBEDOURO|33
780|BENTO DE ABREU|33
788|BERNARDINO DE CAMPOS|33
791|BERTIOGA|33
803|BILAC|33
805|BIRIGUI|33
806|BIRITIBA-MIRIM|33
818|BOA ESPERANCA DO SUL|33
852|BOFETE|33
853|BOITUVA|33
857|BOM FIM DO BOM JESUS (CABREUVA|33
879|BOM JESUS DOS PERDOES|33
890|BOM SUCESSO DE ITARARE|33
896|BONFIM PAULISTA|33
897|BONFIM PAULISTA (RIBEIRAO PRET|33
898|BONFIM PAULISTA (RIBEIRAO PRETO)|33
911|BORA|33
912|BORACEIA|33
917|BOREBI|33
920|BOTELHO (SANTA ADELIA)|33
922|BOTUCATU|33
935|BRAGANCA PAULISTA|33
951|BRAUNA|33
962|BREJO ALEGRE|33
980|BRODOWSKI|33
981|BROTAS|33
998|BURI|33
999|BURITAMA|33
1011|BURITIZAL|33
1031|Barretos|33
1032|Barueri|33
1034|Bauru|33
1035|Bebedouro|33
1042|Bernardino de Campos|33
1043|Bertioga|33
1048|Birigüi|33
1049|Biritiba-Mirim|33
1055|Boituva|33
1061|Bom Jesus dos Perdões|33
1062|Bonfim Paulista|33
1065|Borborema|33
1066|Botucatu|33
1067|Bragança Paulista|33
1075|Brotas|33
1095|CABRALIA PAULISTA|33
1096|CABREUVA|33
1099|CACAPAVA|33
1124|CACHOEIRA PAULISTA|33
1135|CACONDE|33
1152|CAIABU|33
1162|CAIEIRAS|33
1166|CAIUA|33
1167|CAJAMAR|33
1171|CAJATI|33
1174|CAJOBI|33
1178|CAJURU|33
1207|CAMBARATIBA (IBITINGA)|33
1227|CAMPINA DO MONTE ALEGRE|33
1234|CAMPINAS|33
1261|CAMPO LIMPO PAULISTA|33
1273|CAMPOS DE CUNHA (CUNHA)|33
1275|CAMPOS DO JORDAO|33
1281|CAMPOS NOVOS PAULISTA|33
1291|CANANEIA|33
1295|CANAS|33
1304|CANDIA (PONTAL)|33
1309|CANDIDO MOTA|33
1310|CANDIDO RODRIGUES|33
1325|CANITAR|33
1339|CAPAO BONITO|33
1348|CAPELA DO ALTO|33
1368|CAPIVARI|33
1374|CAPORANGA (SANTA CRUZ DO RIO P|33
1381|CARAGUATATUBA|33
1395|CARAPICUIBA|33
1404|CARDEAL (ELIAS FAUSTO)|33
1406|CARDOSO|33
1451|CARUARA (SANTOS)|33
1452|CARUARA SANTOS|33
1457|CASA BRANCA|33
1472|CASSIA DOS COQUEIROS|33
1480|CASTILHO|33
1485|CATANDUVA|33
1492|CATIGUA|33
1540|CERQUEIRA CESAR|33
1541|CERQUILHO|33
1551|CESARIO LANGE|33
1569|CHARQUEADA|33
1573|CHAVANTES|33
1603|CLEMENTINA|33
1625|COLINA|33
1631|COLOMBIA|33
1676|CONCHAL|33
1677|CONCHAS|33
1718|CORDEIROPOLIS|33
1720|CORDEIRÓPOLIS|33
1730|COROADOS|33
1742|CORONEL MACEDO|33
1770|CORUMBATAI|33
1775|COSMOPOLIS|33
1776|COSMORAMA|33
1777|COSMÓPOLIS|33
1778|COSTA MACHADO (MIRANTE DO PARA|33
1783|COTIA|33
1786|COTia|33
1795|CRAVINHOS|33
1803|CRISTAIS PAULISTA|33
1826|CRUZALIA|33
1837|CUBATAO|33
1840|CUIABA PAULISTA (MIRANTE DO PA|33
1851|CUNHA|33
1875|CURUPA|33
1876|CURUPA (TABATINGA)|33
1886|Cachoeira Paulista|33
1893|Caieiras|33
1894|Cajamar|33
1895|Cajati|33
1898|Cajuru|33
1910|Campinas|33
1915|Campo Limpo Paulista|33
1918|Campo limpo Paulista|33
1935|Capão Bonito|33
1937|Caraguatatuba|33
1942|Carapicuíba|33
1945|Cardeal|33
1959|Catanduva|33
1966|Caçapava|33
1969|Cerquilho|33
1972|Cesário Lange|33
1983|Colina|33
1986|Conchal|33
1993|Cordeirópolis|33
1999|Cotia|33
2004|Cubatão|33
2011|Cândido Mota|33
2028|DESCALVADO|33
2038|DIADEMA|33
2056|DIRCE REIS|33
2064|DIVINOLANDIA|33
2072|DOBRADA|33
2073|DOIS CORREGOS|33
2082|DOLCINOPOLIS|33
2120|DOURADO|33
2130|DRACENA|33
2131|DUARTINA|33
2135|DUMONT|33
2140|Diadema|33
2145|Dobrada|33
2146|Dois Córregos|33
2154|Dracena|33
2155|Dumont|33
2160|ECHAPORA|33
2170|ELEUTERIO (ITAPIRA)|33
2171|ELIAS FAUSTO|33
2173|ELISIARIO|33
2178|EMBAUBA|33
2179|EMBU|33
2180|EMBU DAS ARTES|33
2181|EMBU GUACU|33
2182|EMBU-GUACU|33
2183|EMILIANOPOLIS|33
2190|ENGENHEIRO BALDUINO (MONTE APR|33
2193|ENGENHEIRO COELHO|33
2229|ESPIGAO (REGENTE FEIJO)|33
2236|ESPIRITO SANTO DO PINHAL|33
2237|ESPIRITO SANTO DO TURVO|33
2247|ESTIVA GERBI|33
2250|ESTRELA D OESTE|33
2256|ESTRELA DOESTE|33
2261|EUCLIDES DA CUNHA PAULISTA|33
2273|Embaúba|33
2274|Embu Das Artes|33
2275|Embu das Artes|33
2276|Embu-Guaçu|33
2283|Espírito Santo do Pinhal|33
2304|FARTURA|33
2341|FERNANDO PRESTES|33
2342|FERNANDOPOLIS|33
2343|FERNAO|33
2345|FERRAZ DE VASCONCELOS|33
2363|FLORA RICA|33
2366|FLOREAL|33
2376|FLORESTA DO SUL (PRESIDENTE PR|33
2383|FLORIDA PAULISTA|33
2384|FLORINEA|33
2385|FLORINIA|33
2416|FRANCA|33
2426|FRANCISCO MORATO|33
2430|FRANCO DA ROCHA|33
2446|FRUTAL DO CAMPO (CANDIDO MOTA)|33
2455|Ferraz de Vasconcelos|33
2465|Franca|33
2467|Francisco Morato|33
2468|Franco da Rocha|33
2472|GABRIEL MONTEIRO|33
2477|GALIA|33
2491|GARCA|33
2492|GARDENIA|33
2493|GARDENIA (RANCHARIA)|33
2502|GASTAO VIDIGAL|33
2506|GAVIAO PEIXOTO|33
2511|GENERAL SALGADO|33
2515|GETULINA|33
2524|GLICERIO|33
2583|GRAMADINHO|33
2584|GRAMADINHO (ITAPETININGA)|33
2606|GUAIANAS (PEDERNEIRAS)|33
2608|GUAICARA|33
2609|GUAIMBE|33
2624|GUAPIACU|33
2625|GUAPIARA|33
2628|GUAPIRANGA (LINS)|33
2633|GUARACAI|33
2648|GUARANI DOESTE|33
2650|GUARANTA|33
2653|GUARAPUA (DOIS CORREGOS)|33
2657|GUARARAPES|33
2661|GUARATINGUETA|33
2667|GUAREI|33
2668|GUARIBA|33
2670|GUARIZINHO (ITAPEVA)|33
2671|GUARUJA|33
2673|GUARULHOS|33
2676|GUATAPARA|33
2691|GUZOLANDIA|33
2693|GarÃ§a|33
2709|Guapiaçu|33
2718|Guararapes|33
2719|Guaratinguetá|33
2721|Guariba|33
2722|Guarujá|33
2723|Guarulhos|33
2727|Guaíra|33
2735|HERCULANDIA|33
2747|HOLAMBRA|33
2748|HOLAMBRA II|33
2749|HOLAMBRA II (PARANAPANEMA)|33
2753|HORTOLANDIA|33
2760|Hortolândia|33
2761|IACANGA|33
2763|IACRI|33
2766|IARAS|33
2772|IBATE|33
2796|IBIRA|33
2808|IBIRAREMA|33
2814|IBITINGA|33
2824|IBITIUVA (PITANGUEIRAS)|33
2827|IBIUNA|33
2837|ICEM|33
2841|IDA IOLANDA (NHANDEARA)|33
2843|IEPE|33
2844|IGACABA (PEDREGULHO)|33
2849|IGARACU DO TIETE|33
2851|IGARAI (MOCOCA)|33
2852|IGARAPAVA|33
2859|IGARATA|33
2867|IGUAPE|33
2875|ILHA COMPRIDA|33
2885|ILHA SOLTEIRA|33
2886|ILHABELA|33
2906|INDAIA DO AGUAPEI (FLORIDA PAU|33
2909|INDAIATUBA|33
2912|INDIANA|33
2915|INDIAPORA|33
2921|INGAS|33
2938|INUBIA PAULISTA|33
2947|IPAUSSU|33
2950|IPERO|33
2951|IPEUNA|33
2957|IPIGUA|33
2969|IPORANGA|33
2971|IPUA|33
2981|IRACEMAPOLIS|33
2991|IRAPUA|33
2993|IRAPURU|33
3011|ITABERA|33
3018|ITABOA (RIBEIRAO BRANCO)|33
3042|ITAI|33
3058|ITAJOBI|33
3059|ITAJU|33
3082|ITANHAEM|33
3102|ITAPECERICA DA SERRA|33
3112|ITAPETININGA|33
3114|ITAPEVI|33
3117|ITAPIRA|33
3120|ITAPIRAPUA PAULISTA|33
3126|ITAPOLIS|33
3135|ITAPUI|33
3136|ITAPURA|33
3138|ITAQUAQUECETUBA|33
3145|ITARARE|33
3147|ITARIRI|33
3152|ITATIBA|33
3155|ITATINGA|33
3170|ITIRAPINA|33
3171|ITIRAPUA|33
3174|ITOBI|33
3176|ITORORO DO PARANAPANEMA (PIRAP|33
3177|ITU|33
3185|ITUPEVA|33
3191|ITUVERAVA|33
3192|IUBATINGA (CAIABU)|33
3206|Ibaté|33
3216|Igaraçu do Tietê|33
3223|Indaiatuba|33
3233|Irapuru|33
3245|Itaju|33
3251|Itanhaém|33
3254|Itapecerica Da Serra|33
3255|Itapecerica da Serra|33
3257|Itapetininga|33
3258|Itapevi|33
3259|Itapira|33
3262|Itaquaquecetuba|33
3265|Itatiba|33
3267|Itobi|33
3268|Itu|33
3271|Itupeva|33
3273|Ituverava|33
3274|Itápolis|33
3284|JABOTICABAL|33
3289|JACARE|33
3290|JACARE (CABREUVA)|33
3292|JACARE(Cabreúva)|33
3294|JACAREI|33
3296|JACI|33
3309|JACUPIRANGA|33
3311|JAFA|33
3312|JAFA (GARCA)|33
3328|JAGUARIUNA|33
3329|JAGUARIÚNA|33
3336|JALES|33
3340|JAMBEIRO|33
3346|JANDIRA|33
3379|JARINU|33
3387|JATOBA (ALTO ALEGRE)|33
3389|JAU|33
3405|JERIQUARA|33
3419|JOANOPOLIS|33
3431|JOAO RAMALHO|33
3445|JOSE BONIFACIO|33
3469|JULIO MESQUITA|33
3470|JUMIRIM|33
3474|JUNDIAI|33
3477|JUNQUEIROPOLIS|33
3480|JUQUIA|33
3481|JUQUITIBA|33
3487|JURITIS (GLICERIO)|33
3490|JURUCE (JARDINOPOLIS)|33
3504|Jaboticabal|33
3506|Jacareí|33
3508|Jag|33
3510|Jaguariúna|33
3511|Jales|33
3512|Jandira|33
3515|Jardinópolis|33
3516|Jarinu|33
3519|Jaú|33
3523|José Bonifácio|33
3535|Jundiaí|33
3537|Junqueirópolis|33
3548|LAGEADO DE ARACAIBA (APIAI)|33
3561|LAGOA BRANCA (CASA BRANCA)|33
3597|LAGOINHA|33
3635|LARANJAL PAULISTA|33
3645|LAVINIA|33
3649|LAVRINHAS|33
3652|LEME|33
3655|LENCOIS PAULISTA|33
3671|LIMEIRA|33
3678|LINDOIA|33
3683|LINS|33
3695|LORENA|33
3697|LOURDES|33
3698|LOUVEIRA|33
3703|LUCELIA|33
3705|LUCIANOPOLIS|33
3709|LUIS ANTONIO|33
3719|LUIZIANIA|33
3724|LUPERCIO|33
3726|LUTECIA|33
3743|Laranjal Paulista|33
3747|Lençóis Paulista|33
3750|Limeira|33
3754|Lins|33
3757|Lorena|33
3759|Louveira|33
3773|MACATUBA|33
3775|MACAUBAL|33
3777|MACEDONIA|33
3788|MACUCOS|33
3789|MACUCOS (GETULINA)|33
3800|MAGDA|33
3807|MAIRINQUE|33
3808|MAIRIPORA|33
3813|MAJOR PRADO|33
3837|MANDURI|33
3865|MARABA PAULISTA|33
3867|MARACAI|33
3879|MARAPOAMA|33
3895|MARCONDESIA (MONTE AZUL PAULIS|33
3896|MARCONDESIA (MONTE AZUL PAULISTA)|33
3901|MARESIAS (SAO SEBASTIAO)|33
3914|MARIAPOLIS|33
3924|MARILIA|33
3928|MARINOPOLIS|33
3933|MARISTELA|33
3935|MARISTELA (LARANJAL PAULISTA)|33
3946|MARTINOPOLIS|33
3963|MATAO|33
3996|MAUA|33
4022|MERIDIANO|33
4024|MESOPOLIS|33
4033|MIGUELOPOLIS|33
4048|MINEIROS DO TIETE|33
4050|MIRA ESTRELA|33
4052|MIRACATU|33
4065|MIRANDOPOLIS|33
4066|MIRANDÓPOLIS|33
4071|MIRANTE DO PARANAPANEMA|33
4073|MIRASSOL|33
4076|MIRASSOLANDIA|33
4087|MOCOCA|33
4092|MOGI DAS CRUZES|33
4093|MOGI GUACU|33
4094|MOGI MIRIM|33
4095|MOGI-GUACU|33
4102|MOMBUCA|33
4104|MONCOES|33
4106|MONGAGUA|33
4107|MONGAGUÁ|33
4129|MONTE ALEGRE DO SUL|33
4131|MONTE ALTO|33
4134|MONTE APRAZIVEL|33
4136|MONTE AZUL PAULISTA|33
4150|MONTE MOR|33
4158|MONTE VERDE PAULISTA (CAJOBI)|33
4160|MONTEIRO LOBATO|33
4183|MORRO AGUDO|33
4199|MORUNGABA|33
4204|MOSTARDAS (MONTE ALEGRE DO SUL|33
4205|MOTUCA|33
4234|MURUTINGA DO SUL|33
4255|Manduri|33
4274|Marília|33
4278|Matão|33
4279|Mauá|33
4284|Miguelópolis|33
4286|Miracatu|33
4290|Mirante do Paranapanema|33
4291|Mirassol|33
4292|Mococa|33
4293|Mogi Das Cruzes|33
4294|Mogi Guaçu|33
4295|Mogi das Cruzes|33
4296|Mongaguá|33
4298|Monte Aprazivel|33
4299|Monte Aprazível|33
4300|Monte Azul Paulista|33
4303|Monte Mor|33
4310|Morungaba|33
4319|NANTES|33
4324|NARANDIBA|33
4330|NATIVIDADE DA SERRA|33
4337|NAZARE PAULISTA|33
4346|NEVES PAULISTA|33
4348|NHANDEARA|33
4357|NIPOA|33
4382|NOSSA SENHORA DO REMEDIO|33
4385|NOVA ALIANCA|33
4390|NOVA AMERICA (ITAPOLIS)|33
4403|NOVA CAMPINA|33
4406|NOVA CANAA PAULISTA|33
4409|NOVA CASTILHO|33
4421|NOVA EUROPA|33
4426|NOVA GRANADA|33
4428|NOVA GUATAPORANGA|33
4433|NOVA INDEPENDENCIA|33
4437|NOVA ITAPIREMA|33
4444|NOVA LUZITANIA|33
4453|NOVA ODESSA|33
4490|NOVAIS|33
4532|NUPORANGA|33
4536|Nazaré Paulista|33
4546|Nova Aliança|33
4549|Nova Granada|33
4553|Nova Luzitânia|33
4556|Nova Odessa|33
4564|Nuporanga|33
4568|OCAUCU|33
4574|OLEO|33
4586|OLIMPIA|33
4598|ONDA VERDE|33
4600|ORIENTE|33
4601|ORINDIUVA|33
4605|ORLANDIA|33
4611|OSASCO|33
4612|OSCAR BRESSANE|33
4614|OSVALDO CRUZ|33
4622|OURINHOS|33
4636|OUROESTE|33
4640|Ocauçu|33
4650|Osasco|33
4652|Osvaldo Cruz|33
4653|Ourinhos|33
4657|PACAEMBU|33
4696|PALMARES PAULISTA|33
4700|PALMEIRA D OESTE|33
4703|PALMEIRA DOESTE|33
4732|PANORAMA|33
4750|PARAGUACU PAULISTA|33
4754|PARAIBUNA|33
4761|PARAISOLANDIA (CHARQUEADA)|33
4777|PARANAPANEMA|33
4779|PARANAPUA|33
4787|PARAPUA|33
4797|PARDINHO|33
4805|PARIQUERA-ACU|33
4806|PARISI|33
4813|PARURU (IBIUNA)|33
4848|PATROCINIO PAULISTA|33
4861|PAULICEIA|33
4862|PAULINIA|33
4868|PAULISTANIA|33
4872|PAULO DE FARIA|33
4885|PEDERNEIRAS|33
4888|PEDRA BELA|33
4900|PEDRANOPOLIS|33
4907|PEDREGULHO|33
4908|PEDREIRA|33
4911|PEDRINHAS PAULISTA|33
4917|PEDRO DE TOLEDO|33
4936|PENAPOLIS|33
4951|PEREIRA BARRETO|33
4952|PEREIRAS|33
4966|PERUIBE|33
4976|PIACATU|33
4984|PICINGUABA (UBATUBA)|33
4987|PIEDADE|33
4996|PILAR DO SUL|33
5003|PINDAMONHANGABA|33
5008|PINDORAMA|33
5035|PIQUEROBI|33
5037|PIQUETE|33
5039|PIRACAIA|33
5043|PIRACICABA|33
5048|PIRAJU|33
5050|PIRAJUI|33
5053|PIRANGI|33
5063|PIRAPORA DO BOM JESUS|33
5064|PIRAPOZINHO|33
5067|PIRASSUNUNGA|33
5069|PIRATININGA|33
5098|PLANALTO DO SUL (TEODORO SAMPA|33
5099|PLANALTO DO SUL (TEODORO SAMPAIO)|33
5101|PLATINA|33
5102|POA|33
5126|POLONI|33
5130|POMPEIA|33
5132|PONGAI|33
5137|PONTAL|33
5142|PONTALINDA|33
5157|PONTES GESTAL|33
5164|POPULINA|33
5166|PORANGABA|33
5195|PORTO FELIZ|33
5196|PORTO FERREIRA|33
5224|POTIM|33
5226|POTIRENDABA|33
5234|PRACINHA|33
5237|PRADOPOLIS|33
5247|PRATANIA|33
5250|PRESIDENTE ALVES|33
5255|PRESIDENTE EPITACIO|33
5268|PRESIDENTE PRUDENTE|33
5272|PRESIDENTE VENCESLAU|33
5275|PRIMAVERA (ROSANA)|33
5283|PROMISSAO|33
5286|PRUDENCIO DE MORAIS (GENERAL SALGADO)|33
5294|Pacaembu|33
5305|Paranapanema|33
5308|Parapuã|33
5319|Patrocínio Paulista|33
5323|Paulicéia|33
5324|Paulinia|33
5327|Paulo de Faria|33
5328|Paulínia|33
5332|Pedreira|33
5336|Pereira Barreto|33
5337|Pereiras|33
5338|Peruibe|33
5339|Peruíbe|33
5342|Piacatu|33
5343|Piedade|33
5344|Pindamonhangaba|33
5345|Pindorama|33
5350|Piracicaba|33
5356|Pirassununga|33
5357|Piratininga|33
5360|Pitangueiras|33
5372|Porto Feliz|33
5373|Porto Ferreira|33
5378|Potirendaba|33
5380|Poá|33
5382|Praia Grande|33
5383|Presidente Alves|33
5386|Presidente Prudente|33
5389|QUADRA|33
5395|QUATA|33
5414|QUEIROZ|33
5415|QUELUZ|33
5424|QUINTANA|33
5444|Queluz|33
5446|Quintana|33
5451|RAFARD|33
5456|RANCHARIA|33
5469|RECHAN (ITAPETININGA)|33
5475|REDENCAO DA SERRA|33
5481|REGENTE FEIJO|33
5482|REGINOPOLIS|33
5483|REGISTRO|33
5496|RESTINGA|33
5522|RIBEIRA|33
5527|RIBEIRAO BONITO|33
5528|RIBEIRAO BRANCO|33
5531|RIBEIRAO CORRENTE|33
5536|RIBEIRAO DO SUL|33
5537|RIBEIRAO DOS INDIOS|33
5538|RIBEIRAO GRANDE|33
5539|RIBEIRAO PIRES|33
5540|RIBEIRAO PRETO|33
5546|RIFAINA|33
5547|RINCAO|33
5548|RINOPOLIS|33
5567|RIO DAS PEDRAS|33
5590|RIO GRANDE DA SERRA|33
5616|RIOLANDIA|33
5622|RIVERSUL|33
5624|ROBERTO|33
5625|ROBERTO (PINDORAMA)|33
5656|ROSANA|33
5664|ROSEIRA|33
5669|RUBIACEA|33
5672|RUBINEIA|33
5680|Regente Feijó|33
5681|Reginópolis|33
5682|Registro|33
5686|Ribeira|33
5688|Ribeirao Preto|33
5689|Ribeirão Bonito|33
5690|Ribeirão Pires|33
5691|Ribeirão Preto|33
5696|Rio Claro|33
5699|Rio Grande da Serra|33
5714|Rosana|33
5715|S R PASSA QUATRO|33
5720|SABINO|33
5725|SAGRES|33
5728|SALES|33
5729|SALES OLIVEIRA|33
5730|SALESOPOLIS|33
5742|SALMOURAO|33
5746|SALTO|33
5748|SALTO DE PIRAPORA|33
5753|SALTO GRANDE|33
5768|SANDOVALINA|33
5773|SANTA ADELIA|33
5774|SANTA ALBERTINA|33
5777|SANTA BARBARA D'OESTE|33
5784|SANTA BARBARA DOESTE|33
5785|SANTA BRANCA|33
5792|SANTA CLARA D OESTE|33
5794|SANTA CLARA DOESTE|33
5798|SANTA CRUZ DA CONCEICAO|33
5800|SANTA CRUZ DA ESPERANCA|33
5802|SANTA CRUZ DAS PALMEIRAS|33
5814|SANTA CRUZ DO RIO PARDO|33
5823|SANTA ERNESTINA|33
5824|SANTA EUDOXIA|33
5825|SANTA EUDOXIA (SAO CARLOS)|33
5831|SANTA FE DO SUL|33
5835|SANTA GERTRUDES|33
5866|SANTA MARIA DA SERRA|33
5882|SANTA MERCEDES|33
5889|SANTA RITA D OESTE|33
5905|SANTA RITA DO PASSA QUATRO|33
5909|SANTA RITA DOESTE|33
5915|SANTA ROSA DE VITERBO|33
5919|SANTA SALETE|33
5939|SANTANA DA PONTE PENSA|33
5944|SANTANA DE PARNAIBA|33
5994|SANTO ANASTACIO|33
5998|SANTO ANTONIO  DA ALEGRIA|33
6001|SANTO ANTONIO DA ALEGRIA|33
6003|SANTO ANTONIO DA ESTIVA (PIRAJ|33
6015|SANTO ANTONIO DE POSSE|33
6017|SANTO ANTONIO DO ARACANGUA|33
6029|SANTO ANTONIO DO JARDIM|33
6039|SANTO ANTONIO DO PINHAL|33
6053|SANTO EXPEDITO|33
6058|SANTOPOLIS DO AGUAPEI|33
6059|SANTOS|33
6063|SAO BENEDITO DA CACHOEIRINHA (|33
6064|SAO BENEDITO DA CACHOEIRINHA (ITUVERAVA)|33
6065|SAO BENEDITO DAS AREIAS (MOCOC|33
6072|SAO BENTO DO SAPUCAI|33
6078|SAO BERNARDO DO CAMPO|33
6079|SAO BERTO (MANDURI)|33
6087|SAO CAETANO DO SUL|33
6122|SAO FRANCISCO DA PRAIA (SAO SEBASTIAO)|33
6139|SAO FRANCISCO XAVIER|33
6175|SAO JOAO DA BOA VISTA|33
6190|SAO JOAO DAS DUAS PONTES|33
6192|SAO JOAO DE IRACEMA|33
6212|SAO JOAO DO PAU DALHO|33
6231|SAO JOAQUIM DA BARRA|33
6244|SAO JOSE DA BELA VISTA|33
