id_cidade|ds_cidade|id_estado
152|ALPESTRE|28
175|ALTO FELIZ|28
206|ALVORADA|28
222|AMARAL FERRADOR|28
236|AMETISTA DO SUL|28
264|ANDRE DA ROCHA|28
291|ANTA GORDA|28
305|ANTONIO PRADO|28
377|ARAMBARE|28
404|ARARICA|28
410|ARATIBA|28
458|ARROIO DO MEIO|28
459|ARROIO DO PADRE|28
460|ARROIO DO SAL|28
461|ARROIO DO TIGRE|28
462|ARROIO DOS RATOS|28
463|ARROIO GRANDE|28
464|ARROIO GRANDE (SANTA MARIA)|28
473|ARVOREZINHA|28
497|AUGUSTO PESTANA|28
498|AUREA|28
526|Alegrete|28
535|Alvorada|28
590|BAGE|28
609|BALNEARIO PINHAL|28
631|BARAO|28
636|BARAO DE COTEGIPE|28
642|BARAO DO TRIUNFO|28
675|BARRA DO GUARITA|28
679|BARRA DO OURO (MAQUINE)|28
682|BARRA DO QUARAI|28
683|BARRA DO RIBEIRO|28
684|BARRA DO RIO AZUL|28
690|BARRA FUNDA|28
718|BARRO VERMELHO (GRAVATAI)|28
722|BARROS CASSAL|28
743|BELA VISTA (PASSO FUNDO)|28
779|BENJAMIN CONSTANT DO SUL|28
782|BENTO GONCALVES|28
829|BOA VISTA DAS MISSOES|28
832|BOA VISTA DO BURICA|28
833|BOA VISTA DO CADEADO|28
835|BOA VISTA DO INCRA|28
837|BOA VISTA DO SUL|28
842|BOCA DO MONTE|28
843|BOCA DO MONTE (SANTA MARIA)|28
854|BOJURU (SAO JOSE DO NORTE)|28
881|BOM PRINCIPIO|28
884|BOM PROGRESSO|28
887|BOM RETIRO DO SUL|28
907|BOQUEIRAO DO LEAO|28
919|BOSSOROCA|28
927|BOZANO|28
933|BRAGA|28
979|BROCHIER|28
1013|BUTIA|28
1016|Bagé|28
1041|Bento Gonçalves|28
1100|CACAPAVA DO SUL|28
1103|CACEQUI|28
1120|CACHOEIRA DO SUL|28
1133|CACIQUE DOBLE|28
1155|CAIBATE|28
1202|CAMAQUA|28
1204|CAMARGO|28
1206|CAMBARA DO SUL|28
1222|CAMPESTRE DA SERRA|28
1226|CAMPINA DAS MISSOES|28
1236|CAMPINAS DO SUL|28
1246|CAMPO BOM|28
1265|CAMPO NOVO|28
1272|CAMPOS BORGES|28
1303|CANDELARIA|28
1307|CANDIDO GODOI|28
1312|CANDIOTA|28
1314|CANELA|28
1319|CANGUCU|28
1326|CANOAS|28
1327|CANOAScanoas|28
1335|CANUDOS DO VALE|28
1340|CAPAO BONITO DO SUL|28
1341|CAPAO DA CANOA|28
1342|CAPAO DA PORTEIRA (VIAMAO)|28
1343|CAPAO DO CIPO|28
1344|CAPAO DO LEAO|28
1347|CAPELA DE SANTANA|28
1360|CAPITAO|28
1370|CAPIVARI DO SUL|28
1376|CARAA|28
1402|CARAZINHO|28
1423|CARLOS BARBOSA|28
1425|CARLOS GOMES|28
1461|CASCA|28
1463|CASCATA (PELOTAS)|28
1466|CASEIROS|28
1502|CATUIPE|28
1515|CAXIAS DO SUL|28
1527|CENTENARIO|28
1542|CERRITO|28
1543|CERRITO ALEGRE (PELOTAS)|28
1545|CERRO BRANCO|28
1547|CERRO GRANDE|28
1548|CERRO GRANDE DO SUL|28
1549|CERRO LARGO|28
1559|CHAPADA|28
1570|CHARQUEADAS|28
1571|CHARRUA|28
1577|CHIAPETTA|28
1585|CHUI|28
1587|CHUVISCA|28
1593|CIDREIRA|28
1596|CIRIACO|28
1638|COLONIA NOVA (ACEGUA)|28
1640|COLONIA Z-3 (PELOTAS)|28
1685|CONDOR|28
1704|CONSTANTINA|28
1710|COQUEIRO BAIXO|28
1713|COQUEIROS DO SUL|28
1733|CORONEL BARROS|28
1734|CORONEL BICACO|28
1746|CORONEL PILAR|28
1765|CORTADO (NOVO CABRAIS)|28
1784|COTIPORA|28
1789|COXILHA|28
1801|CRISSIUMAL|28
1804|CRISTAL|28
1805|CRISTAL DO SUL|28
1816|CRIUVA (CAXIAS DO SUL)|28
1822|CRUZ ALTA|28
1827|CRUZALTENSE|28
1864|CURRAL ALTO (SANTA VITORIA DO PALMAR)|28
1874|CURUMIM (CAPAO DA CANOA)|28
1887|Cachoeirinha|28
1902|Camaquã|28
1912|Campo Bom|28
1925|Candelária|28
1926|Canela|28
1927|Canoas|28
1931|Capao da Canoa|28
1936|Capão da Canoa|28
1948|Carlos Barbosa|28
1963|Caxias Do Sul|28
1964|Caxias do Sul|28
1967|Caçapava do Sul|28
1970|Cerrito|28
1976|Charqueadas|28
1991|Constantina|28
2017|DAVID CANABARRO|28
2027|DERRUBADAS|28
2037|DEZESSEIS DE NOVEMBRO|28
2075|DOIS IRMAOS|28
2077|DOIS IRMAOS DAS MISSOES|28
2079|DOIS LAJEADOS|28
2090|DOM FELICIANO|28
2094|DOM PEDRITO|28
2096|DOM PEDRO DE ALCANTARA|28
2105|DONA FRANCISCA|28
2118|DOURADILHO (BARRA DO RIBEIRO)|28
2124|DOUTOR MAURICIO CARDOSO|28
2126|DOUTOR RICARDO|28
2148|Dom Pedrito|28
2167|ELDORADO DO SUL|28
2184|ENCANTADO|28
2187|ENCRUZILHADA DO SUL|28
2201|ENGENHO VELHO|28
2206|ENTRE RIOS DO SUL|28
2207|ENTRE-IJUIS|28
2210|EREBANGO|28
2211|ERECHIM|28
2215|ERNESTINA|28
2216|ERVAL GRANDE|28
2217|ERVAL SECO|28
2221|ESMERALDA|28
2225|ESPERANCA DO SUL|28
2239|ESPUMOSO|28
2240|ESTACAO|28
2243|ESTANCIA VELHA|28
2244|ESTEIO|28
2249|ESTRELA|28
2257|ESTRELA VELHA|28
2262|EUGENIO DE CASTRO|28
2277|Encantado|28
2280|Erechim|28
2284|Esteio|28
2286|Estrela|28
2294|FAGUNDES VARELA|28
2297|FAO (LAJEADO)|28
2299|FARIA LEMOS (BENTO GONCALVES)|28
2303|FARROUPILHA|28
2310|FAXINAL DO SOTURNO|28
2312|FAXINALZINHO|28
2313|FAZENDA FIALHO (TAQUARA)|28
2318|FAZENDA SOUZA (CAXIAS DO SUL)|28
2319|FAZENDA VILANOVA|28
2331|FELIZ|28
2369|FLORES DA CUNHA|28
2380|FLORIANO PEIXOTO|28
2389|FONTOURA XAVIER|28
2391|FORMIGUEIRO|28
2399|FORQUETINHA|28
2407|FORTALEZA DOS VALOS|28
2432|FREDERICO WESTPHALEN|28
2440|FREI SEBASTIAO (PALMARES DO SU|28
2494|GARIBALDI|28
2495|GARIBALDINA (GARIBALDI)|28
2498|GARRUCHOS|28
2504|GAURAMA|28
2508|GENERAL CAMARA|28
2513|GENTIL|28
2516|GETULIO VARGAS|28
2522|GIRUA|28
2530|GLORINHA|28
2585|GRAMADO|28
2586|GRAMADO DOS LOUREIROS|28
2587|GRAMADO XAVIER|28
2596|GRAVATAI|28
2601|GUABIJU|28
2607|GUAIBA|28
2630|GUAPORE|28
2646|GUARANI DAS MISSOES|28
2692|Garibaldi|28
2702|Gramado|28
2704|Gravataí|28
2726|Guaíba|28
2729|HARMONIA|28
2737|HERVAL|28
2742|HERVEIRAS|28
2752|HORIZONTINA|28
2755|HULHA NEGRA|28
2770|IBARAMA|28
2778|IBIACA|28
2800|IBIRAIARAS|28
2807|IBIRAPUITA|28
2812|IBIRUBA|28
2864|IGREJINHA|28
2874|IJUI|28
2880|ILHA DOS MARINHEIROS (RIO GRAN|28
2890|ILOPOLIS|28
2895|IMBE|28
2900|IMIGRANTE|28
2923|INHACORA|28
2948|IPE|28
2963|IPIRANGA DO SUL|28
2983|IRAI|28
3006|ITAARA|28
3025|ITACOLOMI (GRAVATAI)|28
3027|ITACURUBI|28
3131|ITAPUA|28
3132|ITAPUA (VIAMAO)|28
3134|ITAPUCA|28
3140|ITAQUI|28
3149|ITATI|28
3153|ITATIBA DO SUL|28
3203|IVORA|28
3204|IVOTI|28
3218|IjuÃ­|28
3219|Ijuí|28
3283|JABOTICABA|28
3307|JACUIZINHO|28
3317|JAGUARAO|28
3323|JAGUARI|28
3349|JANSEN (FARROUPILHA)|28
3362|JAQUIRANA|28
3378|JARI|28
3440|JOIA|28
3468|JULIO DE CASTILHOS|28
3560|LAGOA BONITA DO SUL|28
3585|LAGOA DOS TRES CANTOS|28
3595|LAGOA VERMELHA|28
3596|LAGOAO|28
3607|LAJEADO|28
3608|LAJEADO DO BUGRE|28
3648|LAVRAS DO SUL|28
3662|LIBERATO SALZANO|28
3680|LINDOLFO COLLOR|28
3681|LINHA NOVA|28
3737|Lagoa Vermelha|28
3767|MACAMBARA|28
3780|MACHADINHO|28
3828|MAMPITUBA|28
3850|MANOEL VIANA|28
3858|MAQUINE|28
3859|MAQUINÉ|28
3880|MARATA|28
3887|MARCELINO RAMOS|28
3910|MARIANA PIMENTEL|28
3911|MARIANO MORO|28
3913|MARIANTE (VENANCIO AIRES)|28
3941|MARQUES DE SOUZA|28
3958|MATA|28
3979|MATO CASTELHANO|28
3981|MATO LEITAO|28
3982|MATO PERSO (FLORES DA CUNHA)|28
3983|MATO QUEIMADO|28
4002|MAXIMILIANO DE ALMEIDA|28
4043|MINAS DO LEAO|28
4058|MIRAGUAI|28
4122|MONTAURI|28
4130|MONTE ALEGRE DOS CAMPOS|28
4133|MONTE ALVERNE (SANTA CRUZ DO S|28
4138|MONTE BELO DO SUL|28
4139|MONTE BONITO|28
4140|MONTE BONITO (PELOTAS)|28
4162|MONTENEGRO|28
4177|MORMACO|28
4181|MORRINHOS DO SUL|28
4184|MORRO ALTO (MAQUINE)|28
4195|MORRO REDONDO|28
4196|MORRO REUTER|28
4200|MORUNGAVA (GRAVATAI)|28
4203|MOSTARDAS|28
4211|MUCUM|28
4215|MUITOS CAPOES|28
4216|MULITERNO|28
4289|Miraguaia|28
4306|Montenegro|28
4321|NAO-ME-TOQUE|28
4322|NAOMETOQUE|28
4350|NICOLAU VERGUEIRO|28
4362|NONOAI|28
4387|NOVA ALVORADA|28
4393|NOVA ARACA|28
4396|NOVA BASSANO|28
4398|NOVA BOA VISTA|28
4402|NOVA BRESCIA|28
4407|NOVA CANDELARIA|28
4420|NOVA ESPERANCA DO SUL|28
4429|NOVA HARTZ|28
4448|NOVA MILANO (FARROUPILHA)|28
4458|NOVA PADUA|28
4459|NOVA PALMA|28
4461|NOVA PETROPOLIS|28
4464|NOVA PRATA|28
4466|NOVA RAMADA|28
4470|NOVA ROMA DO SUL|28
4476|NOVA SARDENHA (FARROUPILHA)|28
4482|NOVA TRAMANDAI (TRAMANDAI)|28
4494|NOVO BARREIRO|28
4497|NOVO CABRAIS|28
4501|NOVO HAMBURGO|28
4511|NOVO MACHADO|28
4522|NOVO TIRADENTES|28
4524|NOVO XINGU|28
4559|Nova Santa Rita|28
4561|Novo Hamburgo|28
4565|Não-Me-Toque|28
4613|OSORIO|28
4615|OSVALDO KROEFF (CAMBARA DO SUL|28
4617|OTAVIO ROCHA (FLORES DA CUNHA)|28
4651|Osorio|28
4676|PAIM FILHO|28
4691|PALMA (SANTA MARIA)|28
4695|PALMARES DO SUL|28
4701|PALMEIRA DAS MISSOES|28
4722|PALMITINHO|28
4727|PANAMBI|28
4734|PANTANO GRANDE|28
4751|PARAI|28
4759|PARAISO DO SUL|28
4798|PARECI NOVO|28
4811|PAROBE|28
4812|PARQUE ELDORADO (ELDORADO DO S|28
4816|PASSA SETE|28
4831|PASSO DO SOBRADO|28
4832|PASSO FUNDO|28
4834|PASSO NOVO (ALEGRETE)|28
4871|PAULO BENTO|28
4878|PAVERAMA|28
4902|PEDRAS ALTAS|28
4924|PEDRO OSORIO|28
4931|PEJUCARA|28
4933|PELOTAS|28
4982|PICADA CAFE|28
5013|PINHAL|28
5014|PINHAL DA SERRA|28
5016|PINHAL GRANDE|28
5021|PINHEIRINHO DO VALE|28
5024|PINHEIRO MACHADO|28
5025|PINHEIRO MARCADO (CARAZINHO)|28
5030|PINTO BANDEIRA|28
5060|PIRAPO|28
5068|PIRATINI|28
5111|POCO DAS ANTAS|28
5125|POLO PETROQUIMICO DE TRIUNFO (|28
5143|PONTAO|28
5154|PONTE PRETA|28
5171|PORTAO|28
5180|PORTO ALEGRE|28
5185|PORTO BATISTA (TRIUNFO)|28
5200|PORTO LUCENA|28
5201|PORTO MAUA|28
5216|PORTO VERA CRUZ|28
5218|PORTO XAVIER|28
5230|POUSO NOVO|28
5263|PRESIDENTE LUCENA|28
5282|PROGRESSO|28
5285|PROTASIO ALVES|28
5292|PUTINGA|28
5302|Panambi|28
5314|Passo Fundo|28
5335|Pelotas|28
5363|Planalto|28
5370|Porto ALegre|28
5371|Porto Alegre|28
5391|QUARAI|28
5403|QUATRO IRMAOS|28
5419|QUEVEDOS|28
5422|QUINTA|28
5425|QUINTAO|28
5426|QUINTAO (PALMARES DO SUL)|28
5428|QUINZE DE NOVEMBRO|28
5452|RAINHA DO MAR (XANGRI-LA)|28
5477|REDENTORA|28
5484|RELVADO|28
5497|RESTINGA SECA|28
5562|RIO DA ILHA (TAQUARA)|28
5585|RIO DOS INDIOS|28
5589|RIO GRANDE|28
5600|RIO PARDINHO (SANTA CRUZ DO SU|28
5601|RIO PARDO|28
5617|RIOZINHO|28
5627|ROCA SALES|28
5634|RODEIO BONITO|28
5640|ROLADOR|28
5642|ROLANTE|28
5647|RONDA ALTA|28
5648|RONDINHA|28
5653|ROQUE GONZALES|28
5662|ROSARIO DO SUL|28
5678|Redentora|28
5698|Rio Grande|28
5724|SAGRADA FAMILIA|28
5727|SALDANHA MARINHO|28
5751|SALTO DO JACUI|28
5756|SALVADOR DAS MISSOES|28
5757|SALVADOR DO SUL|28
5764|SANANDUVA|28
5782|SANTA BARBARA DO SUL|28
5790|SANTA CECILIA DO SUL|28
5793|SANTA CLARA DO SUL|28
5799|SANTA CRUZ DA CONCORDIA (TAQUARA)|28
5815|SANTA CRUZ DO SUL|28
5819|SANTA CRUZ SUL|28
5847|SANTA LUCIA DO PIAI (CAXIAS DO|28
5848|SANTA LUCIA DO PIAI (CAXIAS DO SUL)|28
5861|SANTA MARGARIDA DO SUL|28
5873|SANTA MARIA DO HERVAL|28
5879|SANTA MARIA/|28
5911|SANTA ROSA|28
5922|SANTA TEREZA|28
5933|SANTA VITORIA DO PALMAR|28
5938|SANTANA DA BOA VISTA|28
5957|SANTANA DO LIVRAMENTO|28
5975|SANTIAGO|28
5993|SANTO AMARO DO SUL (GENERAL CA|28
5996|SANTO ANGELO|28
6004|SANTO ANTONIO DA PATRULHA|28
6007|SANTO ANTONIO DAS MISSOES|28
6037|SANTO ANTONIO DO PALMA|28
6040|SANTO ANTONIO DO PLANALTO|28
6050|SANTO AUGUSTO|28
6051|SANTO CRISTO|28
6054|SANTO EXPEDITO DO SUL|28
6081|SAO BORJA|28
6109|SAO DOMINGOS DO SUL|28
6123|SAO FRANCISCO DE ASSIS|28
6167|SAO JERONIMO|28
6186|SAO JOAO DA URTIGA|28
6214|SAO JOAO DO POLESINE|28
6234|SAO JORGE|28
6257|SAO JOSE DAS MISSOES|28
6284|SAO JOSE DO HERVAL|28
6285|SAO JOSE DO HORTENCIO|28
6286|SAO JOSE DO INHACORA|28
6296|SAO JOSE DO NORTE|28
6297|SAO JOSE DO OURO|28
6309|SAO JOSE DO SUL|28
6315|SAO JOSE DOS AUSENTES|28
6324|SAO LEOPOLDO|28
6331|SAO LOURENCO DO SUL|28
6343|SAO LUIZ GONZAGA|28
6348|SAO MARCOS|28
6349|SAO MARCOS (URUGUAIANA)|28
6352|SAO MARTINHO DA SERRA|28
6362|SAO MIGUEL DAS MISSOES|28
6378|SAO NICOLAU|28
6380|SAO PAULO DAS MISSOES|28
6390|SAO PEDRO DA SERRA|28
6392|SAO PEDRO DAS MISSOES|28
6395|SAO PEDRO DO BUTIA|28
6404|SAO PEDRO DO SUL|28
6432|SAO SEBASTIAO DO CAI|28
6444|SAO SEPE|28
6450|SAO VALENTIM|28
6451|SAO VALENTIM DO SUL|28
6453|SAO VALERIO DO SUL|28
6454|SAO VENDELINO|28
6462|SAO VICENTE DO SUL|28
6468|SAPIRANGA|28
6473|SAPUCAIA DO SUL|28
6497|SEBERI|28
6499|SEDE NOVA|28
6500|SEGREDO|28
6501|SELBACH|28
6522|SENADOR SALGADO FILHO|28
6530|SENTINELA DO SUL|28
6532|SERAFINA CORREA|28
6537|SERIO|28
6592|SERTAO|28
6593|SERTAO SANTANA|28
6596|SETE DE SETEMBRO|28
6600|SEVERIANO DE ALMEIDA|28
6608|SILVEIRA MARTINS|28
6620|SINIMBU|28
6688|Sananduva|28
6691|Santa Cruz do Sul|28
6696|Santa Maria|28
6699|Santa Rosa|28
6702|Santana da Boa Vista|28
6709|Santiago|28
6725|Sapucaia do Sul|28
6744|Severiano de Almeida|28
6758|SÃO LEOPOLDO|28
6772|São Francisco de Paula|28
6788|São José do Ouro|28
6801|São Leopoldo|28
6803|São Lourenço do Sul|28
6809|São Pedro do Sul|28
6812|São Sebastião Do Cai|28
6813|São Sebastião do Caí|28
6818|TABAI|28
6867|TAPERA|28
6871|TAPES|28
6879|TAQUARA|28
6885|TAQUARI|28
6890|TAQUARUCU DO SUL|28
6924|TENENTE PORTELA|28
6939|TERRA DE AREIA|28
6947|TEUTONIA|28
6950|TIARAJU (SAO GABRIEL)|28
6973|TIO HUGO|28
6976|TIRADENTES DO SUL|28
6996|TOROPI|28
6999|TORRES|28
7010|TRAMANDAI|28
7014|TRAVESSEIRO|28
7017|TRES ARROIOS|28
7021|TRES CACHOEIRAS|28
7023|TRES COROAS|28
7024|TRES DE MAIO|28
7025|TRES FORQUILHAS|28
7031|TRES PALMEIRAS|28
7032|TRES PASSOS|28
7040|TRINDADE DO SUL|28
7052|TUCUNDUVA|28
7056|TUIUTI (BENTO GONCALVES)|28
7060|TUNAS|28
7067|TUPANCI DO SUL|28
7068|TUPANCIRETA|28
7069|TUPANDI|28
7070|TUPARENDI|28
7079|TURUCU|28
7098|Taquara|28
7110|Teutônia|28
7122|Torres|28
7125|Tramandaí|28
7127|Trindade do sul|28
7151|UBIRETAMA|28
7169|UNIAO DA SERRA|28
7177|UNISTALDA|28
7196|URUGUAIANA|28
7219|VACARIA|28
7225|VALE DO SOL|28
7226|VALE REAL|28
7227|VALE VENETO (SAO JOAO DO POLES|28
7228|VALE VERDE|28
7236|VANINI|28
7270|VENANCIO AIRES|28
7280|VERANOPOLIS|28
7293|VESPASIANO CORREA|28
7294|VIADUTOS|28
7295|VIAMAO|28
7299|VICENTE DUTRA|28
7306|VICTOR GRAEFF|28
7315|VILA BOQUEIRAO (SAO LOURENCO D|28
7319|VILA FLORES|28
7323|VILA LANGARO|28
7324|VILA MARIA|28
7334|VILA NOVA DO SUL|28
7337|VILA OLIVA (CAXIAS DO SUL)|28
7365|VISTA ALEGRE|28
7369|VISTA ALEGRE DO PRATA|28
7370|VISTA GAUCHA|28
7376|VITORIA DAS MISSOES|28
7403|VenÃ¢ncio Aires|28
7404|Veranópolis|28
7405|Viamão|28
7413|Vista Gaucha|28
7431|WESTFALIA|28
7436|XANGRI-LA|28
7445|Xangri-Lá|28
7470|carazinho|28
7501|jaguarao|28
7508|marcelino ramos|28
7524|pelotas|28
7528|porto alegre|28
7539|santa rosa|28
7551|são borja|28
2157|Duque de Cacias|29
4540|Niteroi|29
5623|RJ|29
1930|Capao Da Canoa|30
3534|Julio de castilhos|30
14|ABDON BATISTA|31
16|ABELARDO LUZ|31
54|AGROLANDIA|31
55|AGRONOMICA|31
62|AGUA DOCE|31
78|AGUAS DE CHAPECO|31
84|AGUAS FRIAS|31
86|AGUAS MORNAS|31
99|AIURE (GRAO PARA)|31
135|ALFREDO WAGNER|31
170|ALTO BELA VISTA|31
270|ANGELINA|31
287|ANITA GARIBALDI|31
288|ANITAPOLIS|31
292|ANTA GORDA (VIDEIRA)|31
325|APIUNA|31
339|ARABUTA|31
396|ARAQUARI|31
399|ARARANGUA|31
448|ARMAZEM|31
465|ARROIO TRINTA|31
472|ARVOREDO|31
474|ASCURRA|31
490|ATALANTA|31
559|Araranguá|31
604|BALNEARIO ARROIO DO SILVA|31
605|BALNEARIO BARRA DO SUL|31
606|BALNEARIO CAMBORIU|31
607|BALNEARIO GAIVOTA|31
608|BALNEARIO PICARRAS|31
610|BALNEARIO RINCAO|31
624|BANDEIRANTE|31
656|BARRA BONITA|31
695|BARRA VELHA|31
750|BELA VISTA DO TOLDO|31
776|BENEDITO NOVO|31
802|BIGUACU|31
812|BLUMENAU|31
846|BOCAINA DO SUL|31
859|BOM JARDIM DA SERRA|31
875|BOM JESUS DO OESTE|31
886|BOM RETIRO|31
893|BOMBINHAS|31
925|BOTUVERA|31
928|BRACO DO NORTE|31
932|BRACO DO TROMBUDO|31
985|BRUNOPOLIS|31
986|BRUSQUE|31
1019|Balneário Arroio do Silva|31
1020|Balneário Camboriú|31
1021|Balneário Rincão|31
1047|Biguaçu|31
1050|Blumenau|31
1071|Braço do Norte|31
1098|CACADOR|31
1156|CAIBI|31
1192|CALMON|31
1210|CAMBORIU|31
1245|CAMPO BELO DO SUL|31
1251|CAMPO ERE|31
1280|CAMPOS NOVOS|31
1315|CANELINHA|31
1328|CANOINHAS|31
1338|CAPAO ALTO|31
1357|CAPINZAL|31
1369|CAPIVARI DE BAIXO|31
1513|CAXAMBU DO SUL|31
1526|CELSO RAMOS|31
1550|CERRO NEGRO|31
1565|CHAPADAO DO LAGEADO|31
1568|CHAPECO|31
1611|COCAL DO SUL|31
1678|CONCORDIA|31
1721|CORDILHEIRA ALTA|31
1738|CORONEL FREITAS|31
1743|CORONEL MARTINS|31
1760|CORREIA PINTO|31
1772|CORUPA|31
1797|CRICIUMA|31
1852|CUNHA PORA|31
1853|CUNHATAI|31
1860|CURITIBANOS|31
1965|Caçador|31
1974|ChapecÃ³|31
1975|Chapecó|31
2002|Criciúma|31
2029|DESCANSO|31
2054|DIONISIO CERQUEIRA|31
2103|DONA EMMA|31
2125|DOUTOR PEDRINHO|31
2214|ERMO|31
2218|ERVAL VELHO|31
2241|ESTACAO COCAL (MORRO DA FUMACA|31
2311|FAXINAL DOS GUEDES|31
2362|FLOR DO SERTAO|31
2381|FLORIANOPOLIS|31
2396|FORMOSA DO SUL|31
2401|FORQUILHINHA|31
2415|FRAIBURGO|31
2439|FREI ROGERIO|31
2458|Florianópolis|31
2461|Forquilhinha|31
2480|GALVAO|31
2496|GAROPABA|31
2499|GARUVA|31
2500|GASPAR|31
2561|GOVERNADOR CELSO RAMOS|31
2594|GRAO PARA|31
2597|GRAVATAL|31
2602|GUABIRUBA|31
2642|GUARAMIRIM|31
2672|GUARUJA DO SUL|31
2675|GUATAMBU|31
2694|Gaspar|31
2714|Guaramirim|31
2738|HERVAL D OESTE|31
2739|HERVAL D' OESTE|31
2740|HERVAL D'OESTE|31
2741|HERVAL DOESTE|31
2781|IBIAM|31
2787|IBICARE|31
2803|IBIRAMA|31
2831|ICARA|31
2888|ILHOTA|31
2892|IMARUI|31
2897|IMBITUBA|31
2899|IMBUIA|31
2908|INDAIAL|31
2939|IOMERE|31
2966|IPOMEIA (RIO DAS ANTAS)|31
2968|IPORA DO OESTE|31
2972|IPUACU|31
2977|IPUMIRIM|31
2982|IRACEMINHA|31
2989|IRANI|31
3000|IRINEOPOLIS|31
3005|ITA|31
3047|ITAIOPOLIS|31
3056|ITAJAI|31
3106|ITAPEMA|31
3125|ITAPOA|31
3188|ITUPORANGA|31
3220|Imbituba|31
3243|Itajai|31
3244|Itajaí|31
3261|Itapoá|31
3280|JABORA|31
3302|JACINTO MACHADO|31
3331|JAGUARUNA|31
3365|JARAGUA DO SUL|31
3377|JARDINOPOLIS|31
3416|JOACABA|31
3441|JOINVILLE|31
3444|JOSE BOITEUX|31
3479|JUPIA|31
3522|Joinville|31
3541|LACERDOPOLIS|31
3549|LAGES|31
3601|LAGUNA|31
3609|LAJEADO GRANDE|31
3641|LAURENTINO|31
3643|LAURO MULLER|31
3651|LEBON REGIS|31
3656|LEOBERTO LEAL|31
3679|LINDOIA DO SUL|31
3694|LONTRAS|31
3716|LUIZ ALVES|31
3728|LUZERNA|31
3735|Lages|31
3762|Luzerna|31
3784|MACIEIRA|31
3797|MAFRA|31
3811|MAJOR GERCINO|31
3815|MAJOR VIEIRA|31
3868|MARACAJA|31
3889|MARCILIO DIAS (CANOINHAS)|31
3988|MATOS COSTA|31
4008|MELEIRO|31
4078|MIRIM (IMBITUBA)|31
4079|MIRIM DOCE|31
4088|MODELO|31
4105|MONDAI|31
4141|MONTE CARLO|31
4143|MONTE CASTELO|31
4186|MORRO DA FUMACA|31
4194|MORRO GRANDE|31
4251|Major Vieira|31
4332|NAVEGANTES|31
4374|NOSSA SENHORA DE CARAVAGGIO|31
4375|NOSSA SENHORA DE CARAVAGGIO (N|31
4376|NOSSA SENHORA DE CARAVAGGIO (NOVA VENEZA)|31
4415|NOVA ERECHIM|31
4436|NOVA ITABERABA|31
4480|NOVA TEUTONIA (SEARA)|31
4483|NOVA TRENTO|31
4535|Navegantes|31
4606|ORLEANS|31
4616|OTACILIO COSTA|31
4624|OURO|31
4630|OURO VERDE|31
4647|Orleans|31
4674|PAIAL|31
4678|PAINEL|31
4688|PALHOCA|31
4689|PALHOCA/SC|31
4692|PALMA SOLA|31
4723|PALMITOS|31
4738|PAPANDUVA|31
4756|PARAISO|31
4830|PASSO DE TORRES|31
4833|PASSO MANSO (TAIO)|31
4836|PASSOS MAIA|31
4875|PAULO LOPES|31
4906|PEDRAS GRANDES|31
4941|PENHA|31
4956|PERITIBA|31
4968|PESCARIA BRAVA|31
5018|PINHALZINHO|31
5026|PINHEIRO PRETO|31
5070|PIRATUBA|31
5095|PLANALTO ALEGRE|31
5129|POMERODE|31
5145|PONTE ALTA|31
5148|PONTE ALTA DO NORTE|31
5155|PONTE SERRADA|31
5186|PORTO BELO|31
5214|PORTO UNIAO|31
5231|POUSO REDONDO|31
5252|PRESIDENTE CASTELLO BRANCO|31
5257|PRESIDENTE GETULIO|31
5265|PRESIDENTE NEREU|31
5279|PRINCESA|31
5298|Palhoça|31
5347|Pinhalzinho|31
5384|Presidente Getúlio|31
5421|QUILOMBO|31
5459|RANCHO QUEIMADO|31
5563|RIO DAS ANTAS|31
5573|RIO DO CAMPO|31
5576|RIO DO OESTE|31
5581|RIO DO SUL|31
5584|RIO DOS CEDROS|31
5588|RIO FORTUNA|31
5595|RIO NEGRINHO|31
5609|RIO RUFINO|31
5618|RIQUEZA|31
5633|RODEIO|31
5645|ROMELANDIA|31
5709|Rio do Sul|31
5710|Riversul|31
5731|SALETE|31
5745|SALTINHO|31
5754|SALTO VELOSO|31
5771|SANGAO|31
5816|SANTA CRUZ DO TIMBO (PORTO UNI|31
5914|SANTA ROSA DE LIMA|31
5917|SANTA ROSA DO SUL|31
5931|SANTA TEREZINHA DO PROGRESSO|31
5976|SANTIAGO DO SUL|31
5986|SANTO AMARO DA IMPERATRIZ|31
6073|SAO BENTO DO SUL|31
6076|SAO BERNARDINO|31
6080|SAO BONIFACIO|31
6091|SAO CARLOS|31
6095|SAO CRISTOVAO DO SUL|31
6138|SAO FRANCISCO DO SUL|31
6201|SAO JOAO DO ITAPERIU|31
6207|SAO JOAO DO OESTE|31
6219|SAO JOAO DO SUL|31
6226|SAO JOAQUIM|31
6242|SAO JOSE|31
6279|SAO JOSE DO CEDRO|31
6280|SAO JOSE DO CERRITO|31
6294|SAO JOSE DO LARANJAL (IRACEMINHA)|31
6329|SAO LOURENCO DO OESTE|31
6332|SAO LUDGERO|31
6360|SAO MIGUEL DA BOA VISTA|31
6372|SAO MIGUEL DO OESTE|31
6393|SAO PEDRO DE ALCANTARA|31
6487|SAUDADES|31
6489|SCHROEDER|31
6491|SEARA|31
6541|SERRA ALTA|31
6603|SIDEROPOLIS|31
6649|SOMBRIO|31
